69013.0,230205.0,9805.0,1
70464.0,230011.0,8258.0,1
71074.0,229916.0,7321.0,1
71273.0,229871.0,6687.0,1
68854.0,230127.0,7698.0,1
68994.0,230090.0,7117.0,1
68800.0,230093.0,6809.0,1
69387.0,231125.0,7314.0,1
69085.0,231133.0,7598.0,1
69599.0,229529.0,9784.0,1
71281.0,229274.0,8080.0,1
71199.0,229266.0,7675.0,1
71341.0,229225.0,7092.0,1
71615.0,229165.0,6393.0,1
71060.0,229223.0,6351.0,1
70069.0,229343.0,6676.0,1
68212.0,229569.0,7287.0,1
68102.0,229564.0,6914.0,1
67995.0,229559.0,6533.0,1
69206.0,231135.0,7190.0,1
68605.0,231160.0,7274.0,1
69609.0,228583.0,10167.0,1
69253.0,228624.0,9996.0,1
71808.0,228171.0,7634.0,1
70725.0,228335.0,7990.0,1
70602.0,228336.0,7618.0,1
71197.0,228213.0,6672.0,1
70901.0,228244.0,6425.0,1
70763.0,228246.0,6048.0,1
69452.0,228452.0,6654.0,1
67901.0,228661.0,6559.0,1
68591.0,231393.0,7261.0,1
69465.0,227639.0,10207.0,1
69111.0,227691.0,10036.0,1
71655.0,227163.0,7677.0,1
70576.0,227359.0,8032.0,1
70454.0,227364.0,7659.0,1
71047.0,227224.0,6714.0,1
70751.0,227263.0,6467.0,1
70614.0,227269.0,6090.0,1
69309.0,227514.0,6695.0,1
67765.0,227769.0,6597.0,1
70364.0,226473.0,9908.0,1
69881.0,226565.0,9818.0,1
71433.0,226189.0,8219.0,1
71463.0,226162.0,7726.0,1
71799.0,226064.0,6991.0,1
71499.0,226113.0,6739.0,1
70912.0,226228.0,6719.0,1
70306.0,226349.0,6726.0,1
69747.0,226459.0,6704.0,1
69146.0,226579.0,6728.0,1
67772.0,226882.0,7429.0,1
68063.0,226793.0,6705.0,1
68014.0,226784.0,6268.0,1
68506.0,226646.0,5334.0,1
63026.0,234833.0,11748.0,1
71333.0,225216.0,9555.0,1
70046.0,225531.0,10029.0,1
69282.0,225712.0,10148.0,1
69260.0,225699.0,9728.0,1
69552.0,225604.0,9063.0,1
69448.0,225612.0,8691.0,1
71407.0,225077.0,6685.0,1
70907.0,225188.0,6596.0,1
70697.0,225222.0,6277.0,1
69664.0,225475.0,6644.0,1
67833.0,225941.0,7714.0,1
68470.0,225752.0,6697.0,1
67878.0,225889.0,6737.0,1
70426.0,224397.0,9624.0,1
70478.0,224363.0,9135.0,1
69614.0,224596.0,9328.0,1
69754.0,224536.0,8771.0,1
69333.0,224641.0,8641.0,1
71239.0,224060.0,6666.0,1
70690.0,224201.0,6619.0,1
70060.0,224367.0,6647.0,1
69448.0,224528.0,6672.0,1
68883.0,224675.0,6668.0,1
68034.0,224907.0,6921.0,1
67981.0,224903.0,6489.0,1
65887.0,237587.0,11104.0,1
70846.0,223208.0,9163.0,1
70909.0,223169.0,8656.0,1
72895.0,222504.0,6685.0,1
72282.0,222682.0,6657.0,1
71649.0,222868.0,6657.0,1
71064.0,223039.0,6629.0,1
69166.0,223639.0,7682.0,1
69348.0,223559.0,7058.0,1
69151.0,223604.0,6742.0,1
64360.0,239526.0,10626.0,1
64305.0,239530.0,11086.0,1
64262.0,239531.0,11550.0,1
63927.0,239604.0,11865.0,1
62803.0,239867.0,11801.0,1
58844.0,240789.0,11986.0,1
74699.0,220772.0,6660.0,1
70544.0,222231.0,9203.0,1
70606.0,222189.0,8697.0,1
72575.0,221466.0,6728.0,1
71967.0,221663.0,6700.0,1
71339.0,221867.0,6698.0,1
70759.0,222055.0,6670.0,1
68879.0,222711.0,7721.0,1
69059.0,222626.0,7097.0,1
68865.0,222677.0,6781.0,1
62685.0,239915.0,10749.0,1
62632.0,239919.0,11222.0,1
62618.0,239912.0,11711.0,1
71012.0,220912.0,7703.0,1
71389.0,220745.0,6924.0,1
71075.0,220847.0,6680.0,1
61583.0,241941.0,11036.0,1
61411.0,241979.0,11461.0,1
61374.0,241979.0,11950.0,1
59235.0,242560.0,11997.0,1
72660.0,219054.0,5664.0,1
60209.0,244173.0,11205.0,1
60197.0,244167.0,11719.0,1
59918.0,244245.0,12110.0,1
72238.0,218025.0,5706.0,1
58412.0,244728.0,11433.0,1
58307.0,244751.0,11918.0,1
73164.0,216451.0,7731.0,1
73200.0,216413.0,7204.0,1
73194.0,216396.0,6701.0,1
73167.0,216389.0,6208.0,1
73113.0,216394.0,5731.0,1
56743.0,247278.0,11554.0,1
56728.0,247273.0,12096.0,1
74600.0,215724.0,6173.0,1
71120.0,217318.0,5777.0,1
70658.0,217527.0,5649.0,1
70332.0,217669.0,5413.0,1
68283.0,218608.0,5181.0,1
55024.0,250046.0,11688.0,1
55097.0,250005.0,12284.0,1
74689.0,214337.0,6291.0,1
74078.0,214639.0,6217.0,1
70648.0,216336.0,5816.0,1
70192.0,216558.0,5688.0,1
69870.0,216710.0,5451.0,1
67851.0,217709.0,5217.0,1
55801.0,251925.0,11727.0,1
55873.0,251881.0,12323.0,1
71986.0,214481.0,8414.0,1
71011.0,214895.0,5645.0,1
70384.0,215232.0,5654.0,1
69788.0,215552.0,5648.0,1
69236.0,215847.0,5616.0,1
69186.0,215855.0,5145.0,1
53340.0,252992.0,11874.0,1
53354.0,252973.0,12465.0,1
69650.0,214366.0,5345.0,1
69274.0,214576.0,5157.0,1
51327.0,256312.0,12581.0,1
69091.0,213429.0,5381.0,1
68722.0,213649.0,5193.0,1
75227.0,206518.0,6967.0,1
73058.0,208078.0,7976.0,1
71812.0,208888.0,6292.0,1
71130.0,209367.0,6310.0,1
70854.0,209549.0,6009.0,1
70924.0,209478.0,5419.0,1
74431.0,205418.0,7009.0,1
72308.0,207042.0,8015.0,1
71089.0,207888.0,6330.0,1
70421.0,208387.0,6348.0,1
70151.0,208578.0,6046.0,1
70219.0,208504.0,5456.0,1
72756.0,205038.0,7670.0,1
72985.0,204830.0,6963.0,1
71051.0,206340.0,6314.0,1
70362.0,206889.0,6346.0,1
69746.0,207377.0,6331.0,1
69098.0,207893.0,6358.0,1
68662.0,208234.0,6214.0,1
68652.0,208223.0,5698.0,1
68650.0,208205.0,5168.0,1
75795.0,202585.0,6589.0,1
73858.0,204154.0,7409.0,1
74249.0,203812.0,6577.0,1
74303.0,203747.0,5978.0,1
71749.0,205786.0,6293.0,1
70395.0,206862.0,6319.0,1
69574.0,207500.0,5949.0,1
69652.0,207415.0,5347.0,1
74883.0,201470.0,6631.0,1
72992.0,203096.0,7449.0,1
73373.0,202743.0,6616.0,1
73427.0,202676.0,6018.0,1
70934.0,204790.0,6330.0,1
70271.0,205349.0,6336.0,1
69612.0,205906.0,6354.0,1
69000.0,206422.0,6348.0,1
68811.0,206568.0,5984.0,1
68888.0,206481.0,5382.0,1
76484.0,198078.0,5997.0,1
75146.0,199268.0,5781.0,1
73599.0,200674.0,6355.0,1
73036.0,201174.0,6218.0,1
71464.0,202586.0,6335.0,1
70775.0,203203.0,6343.0,1
70146.0,203766.0,6319.0,1
69469.0,204374.0,6350.0,1
69098.0,204697.0,6132.0,1
69103.0,204673.0,5588.0,1
75695.0,196716.0,6447.0,1
74981.0,197392.0,6369.0,1
74306.0,198030.0,6278.0,1
74426.0,197891.0,5602.0,1
73902.0,198382.0,5413.0,1
71984.0,200239.0,6334.0,1
71258.0,200930.0,6352.0,1
70622.0,201533.0,6315.0,1
69933.0,202189.0,6338.0,1
69405.0,202687.0,6239.0,1
69364.0,202708.0,5729.0,1
69367.0,202685.0,5174.0,1
75387.0,194824.0,6524.0,1
74721.0,195491.0,6406.0,1
74624.0,195549.0,5280.0,1
70384.0,199863.0,6318.0,1
69771.0,200479.0,6274.0,1
69708.0,200524.0,5772.0,1
69701.0,200512.0,5217.0,1
74238.0,193718.0,6563.0,1
73592.0,194405.0,6444.0,1
73498.0,194466.0,5318.0,1
69387.0,198904.0,6352.0,1
68793.0,199539.0,6307.0,1
68733.0,199586.0,5805.0,1
68726.0,199574.0,5250.0,1
75810.0,189482.0,5165.0,1
68007.0,192811.0,5228.0,1
68017.0,192794.0,5880.0,1
69679.0,194192.0,5237.0,1
69689.0,194175.0,5889.0,1
73636.0,189218.0,5836.0,1
70509.0,193150.0,5222.0,1
