114896,224857,13023,0
112001,225169,13087,0
108759,225524,13301,0
107005,225703,13137,0
105443,225862,12945,0
103126,226112,13015,0
101628,226265,12863,0
99963,226439,12791,0
98886,226543,12548,0
98277,226591,12158,0
97750,226630,11747,0
97221,226668,11343,0
96597,226719,10982,0
96138,226750,10565,0
95685,226780,10151,0
95147,226821,9777,0
94763,226844,9344,0
94184,226890,9000,0
93621,226935,8656,0
93139,226971,8283,0
92672,227004,7908,0
92194,227039,7543,0
116997,146252,11606,0
114094,146334,11694,0
111341,146412,11788,0
109026,146474,11798,0
107575,146501,11575,0
104130,146617,12025,0
103219,146624,11690,0
100928,146693,11843,0
99107,146743,11872,0
97741,146774,11767,0
97370,146760,11313,0
96698,146760,10979,0
96247,146751,10566,0
115967,63479,12771,0
113208,63431,12800,0
112465,63421,12300,0
111756,63411,11800,0
111064,63401,11305,0
110322,63391,10835,0
109643,63382,10355,0
108981,63372,9878,0
108391,63365,9385,0
107647,63354,8955,0
107108,63347,8460,0
106416,63337,8028,0
105834,63330,7564,0
136965,228312,146,0
136490,228334,102,0
136003,228355,78,0
135557,228376,15,0
134940,228400,165,0
133762,228436,1023,0
132713,228469,1758,0
131654,228501,2541,0
130690,228530,3236,0
129746,228559,3938,0
128768,228587,4718,0
127894,228613,5391,0
127144,228637,5923,0
126347,228660,6547,0
125636,228682,7077,0
124936,228702,7616,0
124263,228722,8141,0
123676,228740,8557,0
123029,228759,9092,0
122429,228777,9577,0
121907,228792,9959,0
121336,228809,10443,0
120906,228823,10711,0
120412,228837,11106,0
119981,228850,11412,0
119594,228863,11654,0
119189,228875,11945,0
118841,228887,12145,0
118525,228898,12295,0
118245,228909,12387,0
118007,228919,12401,0
117770,228929,12418,0
117547,228938,12411,0
117287,228948,12487,0
117080,228958,12453,0
116842,228968,12493,0
116650,228977,12429,0
116396,228987,12518,0
116208,228996,12450,0
115976,229005,12496,0
115753,229014,12525,0
115576,229024,12436,0
115344,229033,12497,0
115149,229042,12460,0
114959,229051,12411,0
114738,229060,12453,0
114512,229069,12521,0
114310,229077,12517,0
114154,229087,12373,0
113946,229095,12392,0
113719,229104,12481,0
113508,229112,12523,0
113317,229121,12501,0
113148,229130,12396,0
112943,229138,12432,0
112726,229146,12514,0
112537,229155,12496,0
112341,229163,12511,0
112140,229171,12548,0
111950,229179,12542,0
111748,229187,12598,0
111573,229196,12522,0
111387,229213,12505,0
111184,229212,12583,0
110994,229220,12601,0
110815,229241,12545,0
110623,229237,12583,0
110431,229244,12626,0
110245,229248,12622,0
110054,229260,12677,0
109873,229253,12634,0
109678,229237,12729,0
109488,229248,12810,0
109302,229258,12856,0
109121,229297,12875,0
108937,229304,12932,0
108760,229312,12880,0
108590,229323,12681,0
108413,229333,12562,0
108228,229319,12559,0
108044,229325,12608,0
107861,229339,12609,0
107682,229365,12557,0
107501,229359,12605,0
107318,229365,12619,0
107135,229373,12622,0
106957,229440,12641,0
106769,229404,12575,0
106584,229434,12496,0
106401,229445,12505,0
106220,229429,12563,0
106043,229465,12637,0
105865,229475,12690,0
105686,229448,12753,0
105507,229456,12790,0
105330,229462,12838,0
105148,229470,12848,0
104950,229481,12721,0
104756,229491,12645,0
104558,229501,12551,0
104375,229509,12578,0
104193,229516,12606,0
104013,229522,12653,0
103817,229532,12602,0
103618,229542,12543,0
103439,229549,12597,0
103259,229556,12643,0
103077,229563,12681,0
102898,229570,12731,0
102704,229579,12713,0
102516,229587,12727,0
102326,229594,12738,0
102144,229602,12779,0
101945,229611,12757,0
101741,229621,12722,0
101548,229629,12731,0
101346,229637,12716,0
101155,229646,12737,0
100946,229655,12706,0
100758,229663,12742,0
100554,229672,12730,0
100344,229682,12707,0
100116,229693,12638,0
99890,229704,12582,0
99662,229715,12527,0
99473,229722,12578,0
99239,229733,12519,0
99023,229742,12509,0
98767,229756,12408,0
98490,229770,12265,0
98206,229785,12115,0
97938,229799,12015,0
97668,229812,11917,0
97290,229834,11596,0
96984,229850,11443,0
96660,229868,11266,0
96208,229895,10843,0
95798,229918,10524,0
95390,229941,10228,0
94939,229968,9868,0
94452,229996,9460,0
93952,230025,9051,0
93464,230053,8683,0
92963,230081,8313,0
92435,230111,7916,0
91883,230143,7501,0
136483,148606,725,0
135989,148580,711,0
135471,148553,734,0
134961,148525,756,0
134147,148475,1157,0
132889,148392,2131,0
131732,148315,3019,0
130596,148240,3922,0
129632,148176,4640,0
128657,148111,5407,0
127832,148058,6007,0
127110,148011,6493,0
126437,147968,6934,0
125738,147922,7435,0
125068,147878,7923,0
124420,147835,8398,0
123726,147789,8967,0
123052,147744,9534,0
122517,147708,9911,0
122032,147678,10226,0
121555,147647,10547,0
121043,147613,10943,0
120599,147584,11244,0
120235,147562,11425,0
119910,147543,11547,0
119606,147525,11642,0
119274,147505,11798,0
119044,147494,11769,0
118820,147482,11736,0
118458,147459,11974,0
118109,147437,12201,0
117783,147416,12397,0
117481,147397,12554,0
117248,147385,12576,0
117012,147372,12609,0
116754,147357,12694,0
116582,147350,12593,0
116342,147336,12649,0
116178,147330,12529,0
115908,147313,12667,0
115700,147302,12661,0
115539,147296,12538,0
115406,147293,12333,0
115227,147285,12246,0
115018,147274,12245,0
114780,147260,12333,0
114547,147246,12414,0
114357,147237,12370,0
114181,147230,12289,0
113978,147219,12285,0
113766,147207,12322,0
113574,147198,12293,0
113352,147185,12376,0
113121,147170,12498,0
112918,147159,12524,0
112700,147146,12618,0
112500,147135,12644,0
112320,147127,12597,0
112186,147124,12335,0
112017,147117,12219,0
111818,147110,12248,0
